transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-002462,2026-05-01,S04,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,card
TXN-002463,2026-05-01,S01,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,cash
TXN-002464,2026-05-01,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,cash
TXN-002465,2026-05-01,S04,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-002466,2026-05-01,S04,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,cash
TXN-002467,2026-05-01,S04,SKU-1002,Water Bottle 24oz,2,12.99,25.98,1.88,cash
TXN-002468,2026-05-01,S03,SKU-1013,Headlamp,5,24.99,124.95,9.06,online
TXN-002469,2026-05-01,S01,SKU-1007,Daypack 18L,6,44.99,269.94,19.57,card
TXN-002470,2026-05-01,S04,SKU-1013,Headlamp,2,24.99,49.98,3.62,cash
TXN-002471,2026-05-01,S01,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,card
TXN-002472,2026-05-01,S03,SKU-1011,Camp Stove,5,49.99,249.95,18.12,cash
TXN-002473,2026-05-01,S04,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,card
TXN-002474,2026-05-01,S01,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,online
TXN-002475,2026-05-01,S03,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,card
TXN-002476,2026-05-01,S03,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,cash
TXN-002477,2026-05-01,S02,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-002478,2026-05-01,S01,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-002479,2026-05-01,S03,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,card
TXN-002480,2026-05-01,S03,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,online
TXN-002481,2026-05-01,S02,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,card
TXN-002482,2026-05-01,S03,SKU-1003,Ball Cap,4,18.50,74.00,5.36,card
TXN-002483,2026-05-01,S02,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,cash
TXN-002484,2026-05-01,S01,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-002485,2026-05-01,S03,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,online
TXN-002486,2026-05-01,S02,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,card
TXN-002487,2026-05-01,S05,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,card
TXN-002488,2026-05-01,S02,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-002489,2026-05-01,S04,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,online
TXN-002490,2026-05-01,S03,SKU-1013,Headlamp,4,24.99,99.96,7.25,card
TXN-002491,2026-05-01,S05,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,card
TXN-002492,2026-05-01,S02,SKU-1015,Trail Mix 1lb,5,7.49,37.45,2.72,online
TXN-002493,2026-05-01,S02,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,card
TXN-002494,2026-05-01,S03,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,cash
TXN-002495,2026-05-01,S05,SKU-1013,Headlamp,4,24.99,99.96,7.25,cash
TXN-002496,2026-05-01,S05,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,card
TXN-002497,2026-05-01,S03,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,card
TXN-002498,2026-05-01,S03,SKU-1012,Sleeping Bag,4,79.99,319.96,23.20,card
TXN-002499,2026-05-01,S02,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,card
TXN-002500,2026-05-01,S01,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,cash
TXN-002501,2026-05-01,S01,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,cash
TXN-002502,2026-05-01,S04,SKU-1003,Ball Cap,1,18.50,18.50,1.34,online
TXN-002503,2026-05-01,S01,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,cash
TXN-002504,2026-05-01,S01,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
