transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-003771,2026-06-02,S05,SKU-1013,Headlamp,4,24.99,99.96,7.25,card
TXN-003772,2026-06-02,S01,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,card
TXN-003773,2026-06-02,S01,SKU-1013,Headlamp,4,24.99,99.96,7.25,card
TXN-003774,2026-06-02,S04,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,online
TXN-003775,2026-06-02,S02,SKU-1008,Rain Jacket,4,59.99,239.96,17.40,card
TXN-003776,2026-06-02,S05,SKU-1008,Rain Jacket,-1,59.99,-59.99,-4.35,online
TXN-003777,2026-06-02,S03,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,cash
TXN-003778,2026-06-02,S02,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,card
TXN-003779,2026-06-02,S02,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,online
TXN-003780,2026-06-02,S01,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,online
TXN-003781,2026-06-02,S01,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,card
TXN-003782,2026-06-02,S03,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,card
TXN-003783,2026-06-02,S02,SKU-1005,Insulated Tumbler,3,27.99,83.97,6.09,online
TXN-003784,2026-06-02,S01,SKU-1013,Headlamp,2,24.99,49.98,3.62,card
TXN-003785,2026-06-02,S03,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,cash
TXN-003786,2026-06-02,S02,SKU-1015,Trail Mix 1lb,2,7.49,14.98,1.09,cash
TXN-003787,2026-06-02,S04,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-003788,2026-06-02,S02,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,cash
TXN-003789,2026-06-02,S01,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,card
TXN-003790,2026-06-02,S04,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-003791,2026-06-02,S05,SKU-1010,Down Vest,6,74.50,447.00,32.41,card
TXN-003792,2026-06-02,S01,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,cash
TXN-003793,2026-06-02,S03,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,card
TXN-003794,2026-06-02,S01,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,card
TXN-003795,2026-06-02,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,online
TXN-003796,2026-06-02,S03,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-003797,2026-06-02,S02,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,card
TXN-003798,2026-06-02,S01,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-003799,2026-06-02,S05,SKU-1012,Sleeping Bag,4,79.99,319.96,23.20,card
TXN-003800,2026-06-02,S01,SKU-1015,Trail Mix 1lb,5,7.49,37.45,2.72,online
TXN-003801,2026-06-02,S02,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,online
TXN-003802,2026-06-02,S03,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-003803,2026-06-02,S04,SKU-1013,Headlamp,3,24.99,74.97,5.44,cash
TXN-003804,2026-06-02,S02,SKU-1010,Down Vest,1,74.50,74.50,5.40,card
TXN-003805,2026-06-02,S01,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,online
