transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-003885,2026-06-05,S02,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,online
TXN-003886,2026-06-05,S04,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,card
TXN-003887,2026-06-05,S05,SKU-1013,Headlamp,1,24.99,24.99,1.81,card
TXN-003888,2026-06-05,S01,SKU-1013,Headlamp,5,24.99,124.95,9.06,online
TXN-003889,2026-06-05,S03,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,online
TXN-003890,2026-06-05,S03,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,online
TXN-003891,2026-06-05,S01,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-003892,2026-06-05,S02,SKU-1008,Rain Jacket,5,59.99,299.95,21.75,card
TXN-003893,2026-06-05,S05,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,online
TXN-003894,2026-06-05,S03,SKU-1006,Trekking Poles,2,34.99,69.98,5.07,online
TXN-003895,2026-06-05,S05,SKU-1011,Camp Stove,5,49.99,249.95,18.12,card
TXN-003896,2026-06-05,S01,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,card
TXN-003897,2026-06-05,S04,SKU-1003,Ball Cap,3,18.50,55.50,4.02,cash
TXN-003898,2026-06-05,S02,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,cash
TXN-003899,2026-06-05,S02,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-003900,2026-06-05,S01,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,cash
TXN-003901,2026-06-05,S02,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,online
TXN-003902,2026-06-05,S02,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,card
TXN-003903,2026-06-05,S01,SKU-1013,Headlamp,4,24.99,99.96,7.25,card
TXN-003904,2026-06-05,S01,SKU-1013,Headlamp,5,24.99,124.95,9.06,online
TXN-003905,2026-06-05,S03,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,online
TXN-003906,2026-06-05,S05,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,card
TXN-003907,2026-06-05,S01,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,cash
TXN-003908,2026-06-05,S05,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,card
TXN-003909,2026-06-05,S02,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,online
TXN-003910,2026-06-05,S04,SKU-1003,Ball Cap,1,18.50,18.50,1.34,cash
TXN-003911,2026-06-05,S02,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,online
TXN-003912,2026-06-05,S01,SKU-1013,Headlamp,3,24.99,74.97,5.44,online
TXN-003913,2026-06-05,S04,SKU-1010,Down Vest,4,74.50,298.00,21.60,online
TXN-003914,2026-06-05,S01,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,card
TXN-003915,2026-06-05,S04,SKU-1005,Insulated Tumbler,3,27.99,83.97,6.09,cash
TXN-003916,2026-06-05,S03,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,online
TXN-003917,2026-06-05,S02,SKU-1003,Ball Cap,4,18.50,74.00,5.36,online
TXN-003918,2026-06-05,S02,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-003919,2026-06-05,S05,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,card
TXN-003920,2026-06-05,S04,SKU-1004,Graphic Tee,4,22.00,88.00,6.38,card
TXN-003921,2026-06-05,S02,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,online
TXN-003922,2026-06-05,S04,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,card
