transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-002676,2026-05-06,S05,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,cash
TXN-002677,2026-05-06,S02,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,online
TXN-002678,2026-05-06,S05,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-002679,2026-05-06,S02,SKU-1009,Hiking Boots,5,89.99,449.95,32.62,card
TXN-002680,2026-05-06,S01,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-002681,2026-05-06,S02,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-002682,2026-05-06,S02,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,card
TXN-002683,2026-05-06,S02,SKU-1013,Headlamp,4,24.99,99.96,7.25,cash
TXN-002684,2026-05-06,S02,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,online
TXN-002685,2026-05-06,S01,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,cash
TXN-002686,2026-05-06,S02,SKU-1008,Rain Jacket,4,59.99,239.96,17.40,card
TXN-002687,2026-05-06,S01,SKU-1007,Daypack 18L,6,44.99,269.94,19.57,card
TXN-002688,2026-05-06,S01,SKU-1013,Headlamp,6,0.00,0.00,0.00,card
TXN-002689,2026-05-06,S02,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,cash
TXN-002690,2026-05-06,S05,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,card
TXN-002691,2026-05-06,S03,SKU-1010,Down Vest,4,74.50,298.00,21.60,card
TXN-002692,2026-05-06,S02,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-002693,2026-05-06,S03,SKU-1003,Ball Cap,5,18.50,92.50,6.71,card
TXN-002694,2026-05-06,S03,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,card
TXN-002695,2026-05-06,S01,SKU-1003,Ball Cap,1,18.50,18.50,1.34,online
TXN-002696,2026-05-06,S03,SKU-1004,Graphic Tee,4,22.00,88.00,6.38,cash
TXN-002697,2026-05-06,S01,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,card
TXN-002698,2026-05-06,S04,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,online
TXN-002699,2026-05-06,S04,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,card
TXN-002700,2026-05-06,S01,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-002701,2026-05-06,S04,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,card
TXN-002702,2026-05-06,S05,SKU-1010,Down Vest,4,74.50,298.00,21.60,online
TXN-002703,2026-05-06,S01,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-002704,2026-05-06,S03,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,cash
TXN-002705,2026-05-06,S04,SKU-1010,Down Vest,3,74.50,223.50,16.20,online
TXN-002706,2026-05-06,S01,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-002707,2026-05-06,S02,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,cash
TXN-002708,2026-05-06,S01,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,online
TXN-002709,2026-05-06,S01,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-002710,2026-05-06,S04,SKU-1006,Trekking Poles,6,34.99,209.94,15.22,online
TXN-002711,2026-05-06,S05,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,online
TXN-002712,2026-05-06,S02,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,card
TXN-002713,2026-05-06,S04,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,cash
TXN-002714,2026-05-06,S04,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,cash
TXN-002715,2026-05-06,S01,SKU-1011,Camp Stove,2,49.99,99.98,7.25,card
TXN-002716,2026-05-06,S02,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-002717,2026-05-06,S01,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,cash
TXN-002718,2026-05-06,S04,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,card
TXN-002719,2026-05-06,S03,SKU-1013,Headlamp,1,24.99,24.99,1.81,card
TXN-002720,2026-05-06,S05,SKU-1010,Down Vest,2,74.50,149.00,10.80,online
