transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-003693,2026-05-31,S01,SKU-1004,Graphic Tee,4,22.00,88.00,6.38,online
TXN-003694,2026-05-31,S01,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,card
TXN-003695,2026-05-31,S01,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,online
TXN-003696,2026-05-31,S03,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,cash
TXN-003697,2026-05-31,S05,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,online
TXN-003698,2026-05-31,S02,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,card
TXN-003699,2026-05-31,S03,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,online
TXN-003700,2026-05-31,S04,SKU-1006,Trekking Poles,6,34.99,209.94,15.22,card
TXN-003701,2026-05-31,S03,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,card
TXN-003702,2026-05-31,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,online
TXN-003703,2026-05-31,S03,SKU-1003,Ball Cap,3,18.50,55.50,4.02,cash
TXN-003704,2026-05-31,S05,SKU-1008,Rain Jacket,4,59.99,239.96,17.40,card
TXN-003705,2026-05-31,S01,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,card
TXN-003706,2026-05-31,S02,SKU-1013,Headlamp,4,24.99,99.96,7.25,card
TXN-003707,2026-05-31,S03,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,card
TXN-003708,2026-05-31,S02,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-003709,2026-05-31,S01,SKU-1011,Camp Stove,3,49.99,149.97,10.87,card
TXN-003710,2026-05-31,S02,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-003711,2026-05-31,S01,SKU-1001,Trail Runner Socks,1,5360.63,5360.63,388.65,card
TXN-003712,2026-05-31,S01,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,card
TXN-003713,2026-05-31,S03,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,card
TXN-003714,2026-05-31,S02,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,card
TXN-003715,2026-05-31,S02,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,card
TXN-003716,2026-05-31,S01,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-003717,2026-05-31,S02,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,cash
TXN-003718,2026-05-31,S02,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,cash
TXN-003719,2026-05-31,S01,SKU-1010,Down Vest,3,74.50,223.50,16.20,online
TXN-003720,2026-05-31,S01,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,online
TXN-003721,2026-05-31,S03,SKU-1003,Ball Cap,1,18.50,18.50,1.34,cash
TXN-003722,2026-05-31,S01,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,card
TXN-003723,2026-05-31,S03,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,cash
TXN-003724,2026-05-31,S01,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,online
TXN-003725,2026-05-31,S03,SKU-1013,Headlamp,6,24.99,149.94,10.87,cash
TXN-003726,2026-05-31,S05,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,cash
TXN-003727,2026-05-31,S01,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,card
