transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-001886,2026-04-17,S02,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,card
TXN-001887,2026-04-17,S04,SKU-1010,Down Vest,2,74.50,149.00,10.80,online
TXN-001888,2026-04-17,S03,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,online
TXN-001889,2026-04-17,S02,SKU-1006,Trekking Poles,2,34.99,69.98,5.07,cash
TXN-001890,2026-04-17,S01,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,cash
TXN-001891,2026-04-17,S01,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-001892,2026-04-17,S02,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,cash
TXN-001893,2026-04-17,S03,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,card
TXN-001894,2026-04-17,S02,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-001895,2026-04-17,S05,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-001896,2026-04-17,S03,SKU-1009,Hiking Boots,5,89.99,449.95,32.62,online
TXN-001897,2026-04-17,S02,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-001898,2026-04-17,S01,SKU-1011,Camp Stove,5,49.99,249.95,18.12,cash
TXN-001899,2026-04-17,S02,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-001900,2026-04-17,S02,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,card
TXN-001901,2026-04-17,S05,SKU-1009,Hiking Boots,5,89.99,449.95,32.62,cash
TXN-001902,2026-04-17,S05,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,card
TXN-001903,2026-04-17,S01,SKU-1013,Headlamp,1,24.99,24.99,1.81,cash
TXN-001904,2026-04-17,S01,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,card
TXN-001905,2026-04-17,S04,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,online
TXN-001906,2026-04-17,S04,SKU-1010,Down Vest,5,74.50,372.50,27.01,online
TXN-001907,2026-04-17,S04,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,cash
TXN-001908,2026-04-17,S03,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,online
TXN-001909,2026-04-17,S01,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,cash
TXN-001910,2026-04-17,S01,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,card
TXN-001911,2026-04-17,S02,SKU-1003,Ball Cap,6,18.50,111.00,8.05,cash
TXN-001912,2026-04-17,S04,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,cash
TXN-001913,2026-04-17,S02,SKU-1013,Headlamp,6,24.99,149.94,10.87,card
TXN-001914,2026-04-17,S01,SKU-1003,Ball Cap,4,18.50,74.00,5.36,cash
TXN-001915,2026-04-17,S01,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,online
TXN-001916,2026-04-17,S04,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,card
TXN-001917,2026-04-17,S05,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-001918,2026-04-17,S03,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,card
TXN-001919,2026-04-17,S04,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-001920,2026-04-17,S02,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,cash
TXN-001921,2026-04-17,S04,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,card
