transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-003374,2026-05-23,S01,SKU-1005,Insulated Tumbler,3,27.99,83.97,6.09,online
TXN-003375,2026-05-23,S01,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,card
TXN-003376,2026-05-23,S05,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-003377,2026-05-23,S01,SKU-1003,Ball Cap,5,18.50,92.50,6.71,cash
TXN-003378,2026-05-23,S02,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-003379,2026-05-23,S02,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-003380,2026-05-23,S02,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,online
TXN-003381,2026-05-23,S03,SKU-1002,Water Bottle 24oz,2,12.99,25.98,1.88,cash
TXN-003382,2026-05-23,S03,SKU-1003,Ball Cap,1,18.50,18.50,1.34,card
TXN-003383,2026-05-23,S04,SKU-1003,Ball Cap,2,18.50,37.00,2.68,cash
TXN-003384,2026-05-23,S01,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,card
TXN-003385,2026-05-23,S04,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,online
TXN-003386,2026-05-23,S01,SKU-1008,Rain Jacket,4,59.99,239.96,17.40,card
TXN-003387,2026-05-23,S01,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,card
TXN-003388,2026-05-23,S01,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,cash
TXN-003389,2026-05-23,S02,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,card
TXN-003390,2026-05-23,S01,SKU-1013,Headlamp,1,24.99,24.99,1.81,card
TXN-003391,2026-05-23,S03,SKU-1003,Ball Cap,2,18.50,37.00,2.68,online
TXN-003392,2026-05-23,S02,SKU-1003,Ball Cap,5,18.50,92.50,6.71,cash
TXN-003393,2026-05-23,S01,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,cash
TXN-003394,2026-05-23,S01,SKU-1011,Camp Stove,6,49.99,299.94,21.75,card
TXN-003395,2026-05-23,S04,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,card
TXN-003396,2026-05-23,S04,SKU-1007,Daypack 18L,6,44.99,269.94,19.57,cash
TXN-003397,2026-05-23,S02,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,card
TXN-003398,2026-05-23,S05,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-003399,2026-05-23,S03,SKU-1003,Ball Cap,5,18.50,92.50,6.71,cash
TXN-003400,2026-05-23,S03,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,cash
TXN-003401,2026-05-23,S02,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
TXN-003402,2026-05-23,S03,SKU-1011,Camp Stove,6,49.99,299.94,21.75,cash
TXN-003403,2026-05-23,S01,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,card
TXN-003404,2026-05-23,S01,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,cash
TXN-003405,2026-05-23,S01,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,cash
TXN-003406,2026-05-23,S04,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,card
TXN-003407,2026-05-23,S03,SKU-1013,Headlamp,6,24.99,149.94,10.87,online
TXN-003408,2026-05-23,S02,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-003409,2026-05-23,S03,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
