transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-003527,2026-05-27,S02,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,online
TXN-003528,2026-05-27,S01,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,online
TXN-003529,2026-05-27,S01,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,online
TXN-003530,2026-05-27,S02,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,cash
TXN-003531,2026-05-27,S02,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,cash
TXN-003532,2026-05-27,S05,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,cash
TXN-003533,2026-05-27,S01,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,card
TXN-003534,2026-05-27,S03,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-003535,2026-05-27,S04,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,card
TXN-003536,2026-05-27,S01,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,online
TXN-003537,2026-05-27,S01,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,card
TXN-003538,2026-05-27,S01,SKU-1011,Camp Stove,3,49.99,149.97,10.87,online
TXN-003539,2026-05-27,S04,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-003540,2026-05-27,S03,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,card
TXN-003541,2026-05-27,S04,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,card
TXN-003542,2026-05-27,S01,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,online
TXN-003543,2026-05-27,S03,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-003544,2026-05-27,S03,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,online
TXN-003545,2026-05-27,S05,SKU-1015,Trail Mix 1lb,2,7.49,14.98,1.09,cash
TXN-003546,2026-05-27,S02,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-003547,2026-05-27,S01,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,card
TXN-003548,2026-05-27,S01,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,online
TXN-003549,2026-05-27,S03,SKU-1005,Insulated Tumbler,3,27.99,83.97,6.09,cash
TXN-003550,2026-05-27,S04,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
TXN-003551,2026-05-27,S01,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,cash
TXN-003552,2026-05-27,S01,SKU-1011,Camp Stove,6,49.99,299.94,21.75,card
TXN-003553,2026-05-27,S03,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,card
TXN-003554,2026-05-27,S03,SKU-1011,Camp Stove,4,49.99,199.96,14.50,online
TXN-003555,2026-05-27,S04,SKU-1003,Ball Cap,4,18.50,74.00,5.36,cash
TXN-003556,2026-05-27,S03,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,online
TXN-003557,2026-05-27,S01,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-003558,2026-05-27,S04,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,cash
TXN-003559,2026-05-27,S03,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,online
TXN-003560,2026-05-27,S02,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,online
TXN-003561,2026-05-27,S01,SKU-1004,Graphic Tee,4,22.00,88.00,6.38,cash
TXN-003562,2026-05-27,S03,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-003563,2026-05-27,S02,SKU-1005,Insulated Tumbler,3,27.99,83.97,6.09,cash
TXN-003564,2026-05-27,S01,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,online
TXN-003565,2026-05-27,S01,SKU-1008,Rain Jacket,4,59.99,239.96,17.40,card
TXN-003566,2026-05-27,S03,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,online
TXN-003567,2026-05-27,S03,SKU-1008,Rain Jacket,4,59.99,239.96,17.40,cash
TXN-003568,2026-05-27,S01,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,card
