transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-002879,2026-05-11,S05,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,card
TXN-002880,2026-05-11,S04,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,online
TXN-002881,2026-05-11,S01,SKU-1013,Headlamp,3,24.99,74.97,5.44,online
TXN-002882,2026-05-11,S03,SKU-1013,Headlamp,2,24.99,49.98,3.62,cash
TXN-002883,2026-05-11,S01,SKU-1011,Camp Stove,1,49.99,49.99,3.62,online
TXN-002884,2026-05-11,S05,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,cash
TXN-002885,2026-05-11,S01,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,card
TXN-002886,2026-05-11,S03,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,card
TXN-002887,2026-05-11,S01,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,card
TXN-002888,2026-05-11,S04,SKU-1010,Down Vest,3,74.50,223.50,16.20,online
TXN-002889,2026-05-11,S01,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,cash
TXN-002890,2026-05-11,S01,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,cash
TXN-002891,2026-05-11,S04,SKU-1012,Sleeping Bag,5,799.90,3999.50,289.96,cash
TXN-002892,2026-05-11,S04,SKU-1003,Ball Cap,4,18.50,74.00,5.36,cash
TXN-002893,2026-05-11,S04,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,cash
TXN-002894,2026-05-11,S01,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,cash
TXN-002895,2026-05-11,S05,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,cash
TXN-002896,2026-05-11,S04,SKU-1003,Ball Cap,1,18.50,18.50,1.34,card
TXN-002897,2026-05-11,S02,SKU-1003,Ball Cap,3,18.50,55.50,4.02,cash
TXN-002898,2026-05-11,S04,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
TXN-002899,2026-05-11,S05,SKU-1013,Headlamp,3,24.99,74.97,5.44,online
TXN-002900,2026-05-11,S01,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,cash
TXN-002901,2026-05-11,S02,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,cash
TXN-002902,2026-05-11,S04,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,cash
TXN-002903,2026-05-11,S01,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,online
TXN-002904,2026-05-11,S03,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,card
TXN-002905,2026-05-11,S03,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,online
TXN-002906,2026-05-11,S03,SKU-1003,Ball Cap,6,18.50,111.00,8.05,online
TXN-002907,2026-05-11,S05,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,cash
TXN-002908,2026-05-11,S01,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,card
TXN-002909,2026-05-11,S01,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,cash
TXN-002910,2026-05-11,S04,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,online
TXN-002911,2026-05-11,S03,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,cash
TXN-002912,2026-05-11,S04,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,online
TXN-002913,2026-05-11,S04,SKU-1006,Trekking Poles,2,34.99,69.98,5.07,online
TXN-002914,2026-05-11,S02,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-002915,2026-05-11,S03,SKU-1008,Rain Jacket,6,59.99,359.94,26.10,card
TXN-002916,2026-05-11,S02,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,cash
TXN-002917,2026-05-11,S01,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,cash
TXN-002918,2026-05-11,S05,SKU-1012,Sleeping Bag,4,79.99,319.96,23.20,cash
TXN-002919,2026-05-11,S02,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,online
TXN-002920,2026-05-11,S03,SKU-1015,Trail Mix 1lb,5,7.49,37.45,2.72,cash
TXN-002921,2026-05-11,S03,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,card
TXN-002922,2026-05-11,S02,SKU-1015,Trail Mix 1lb,2,7.49,14.98,1.09,cash
TXN-002923,2026-05-11,S01,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,online
