transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-002129,2026-04-23,S05,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,card
TXN-002130,2026-04-23,S05,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,cash
TXN-002131,2026-04-23,S03,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,cash
TXN-002132,2026-04-23,S05,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,online
TXN-002133,2026-04-23,S02,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,online
TXN-002134,2026-04-23,S05,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-002135,2026-04-23,S03,SKU-1013,Headlamp,2,24.99,49.98,3.62,online
TXN-002136,2026-04-23,S01,SKU-1015,Trail Mix 1lb,5,7.49,37.45,2.72,card
TXN-002137,2026-04-23,S02,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,card
TXN-002138,2026-04-23,S04,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-002139,2026-04-23,S03,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,cash
TXN-002140,2026-04-23,S01,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,cash
TXN-002141,2026-04-23,S02,SKU-1010,Down Vest,1,74.50,74.50,5.40,card
TXN-002142,2026-04-23,S02,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,card
TXN-002143,2026-04-23,S04,SKU-1011,Camp Stove,5,49.99,249.95,18.12,online
TXN-002144,2026-04-23,S01,SKU-1008,Rain Jacket,6,59.99,359.94,26.10,cash
TXN-002145,2026-04-23,S01,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,card
TXN-002146,2026-04-23,S02,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,cash
TXN-002147,2026-04-23,S05,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,online
TXN-002148,2026-04-23,S05,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,card
TXN-002149,2026-04-23,S03,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,card
TXN-002150,2026-04-23,S05,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,online
TXN-002151,2026-04-23,S04,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,cash
TXN-002152,2026-04-23,S05,SKU-1013,Headlamp,1,24.99,24.99,1.81,card
TXN-002153,2026-04-23,S02,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,card
TXN-002154,2026-04-23,S02,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,cash
TXN-002155,2026-04-23,S04,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,cash
TXN-002156,2026-04-23,S04,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,online
TXN-002157,2026-04-23,S04,SKU-1002,Water Bottle 24oz,1,0.00,0.00,0.00,card
TXN-002158,2026-04-23,S05,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,card
TXN-002159,2026-04-23,S03,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,online
TXN-002160,2026-04-23,S04,SKU-1002,Water Bottle 24oz,2,12.99,25.98,1.88,online
TXN-002161,2026-04-23,S02,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-002162,2026-04-23,S02,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,cash
TXN-002163,2026-04-23,S01,SKU-1003,Ball Cap,1,18.50,18.50,1.34,cash
TXN-002164,2026-04-23,S03,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,cash
TXN-002165,2026-04-23,S01,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,card
TXN-002166,2026-04-23,S02,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,online
TXN-002167,2026-04-23,S03,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,card
TXN-002168,2026-04-23,S01,SKU-1013,Headlamp,1,24.99,24.99,1.81,cash
