transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-001566,2026-04-09,S01,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,cash
TXN-001567,2026-04-09,S05,SKU-1010,Down Vest,2,74.50,149.00,10.80,card
TXN-001568,2026-04-09,S03,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-001569,2026-04-09,S05,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,card
TXN-001570,2026-04-09,S02,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,online
TXN-001571,2026-04-09,S04,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-001572,2026-04-09,S02,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,card
TXN-001573,2026-04-09,S03,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,online
TXN-001574,2026-04-09,S03,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-001575,2026-04-09,S03,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,online
TXN-001576,2026-04-09,S02,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,cash
TXN-001577,2026-04-09,S03,SKU-1003,Ball Cap,3,18.50,55.50,4.02,card
TXN-001578,2026-04-09,S03,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,card
TXN-001579,2026-04-09,S02,SKU-1011,Camp Stove,1,49.99,49.99,3.62,cash
TXN-001580,2026-04-09,S02,SKU-1011,Camp Stove,2,49.99,99.98,7.25,card
TXN-001581,2026-04-09,S03,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,online
TXN-001582,2026-04-09,S02,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-001583,2026-04-09,S03,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,cash
TXN-001584,2026-04-09,S04,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,cash
TXN-001585,2026-04-09,S04,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-001586,2026-04-09,S03,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,cash
TXN-001587,2026-04-09,S04,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-001588,2026-04-09,S03,SKU-1003,Ball Cap,2,18.50,37.00,2.68,cash
TXN-001589,2026-04-09,S01,SKU-1010,Down Vest,6,74.50,447.00,32.41,card
TXN-001590,2026-04-09,S01,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,card
TXN-001591,2026-04-09,S01,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,online
TXN-001592,2026-04-09,S02,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,online
TXN-001593,2026-04-09,S02,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,card
TXN-001594,2026-04-09,S05,SKU-1013,Headlamp,5,24.99,124.95,9.06,card
TXN-001595,2026-04-09,S03,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-001680,2026-04-09,S01,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,card
TXN-001597,2026-04-09,S03,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,card
TXN-001598,2026-04-09,S03,SKU-1013,Headlamp,4,24.99,99.96,7.25,cash
TXN-001599,2026-04-09,S03,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,online
TXN-001600,2026-04-09,S04,SKU-1003,Ball Cap,3,18.50,55.50,4.02,cash
TXN-001601,2026-04-09,S05,SKU-1010,Down Vest,6,74.50,447.00,32.41,card
TXN-001602,2026-04-09,S03,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,card
TXN-001603,2026-04-09,S02,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,online
TXN-001604,2026-04-09,S04,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
