transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-001922,2026-04-18,S02,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,online
TXN-001923,2026-04-18,S01,SKU-1013,Headlamp,2,24.99,49.98,3.62,online
TXN-001924,2026-04-18,S04,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,card
TXN-001925,2026-04-18,S02,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-001926,2026-04-18,S01,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,cash
TXN-001927,2026-04-18,S03,SKU-1011,Camp Stove,5,49.99,249.95,18.12,card
TXN-001928,2026-04-18,S03,SKU-1010,Down Vest,2,74.50,149.00,10.80,card
TXN-001929,2026-04-18,S04,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,cash
TXN-001930,2026-04-18,S02,SKU-1013,Headlamp,4,24.99,99.96,7.25,card
TXN-001931,2026-04-18,S03,SKU-1003,Ball Cap,2,18.50,37.00,2.68,online
TXN-001932,2026-04-18,S04,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,online
TXN-001933,2026-04-18,S02,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,card
TXN-001934,2026-04-18,S04,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,online
TXN-001935,2026-04-18,S05,SKU-1003,Ball Cap,4,18.50,74.00,5.36,online
TXN-001936,2026-04-18,S02,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,online
TXN-001937,2026-04-18,S04,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,cash
TXN-001938,2026-04-18,S03,SKU-1010,Down Vest,6,74.50,447.00,32.41,cash
TXN-001939,2026-04-18,S05,SKU-1008,Rain Jacket,4,59.99,239.96,17.40,cash
TXN-001940,2026-04-18,S04,SKU-1011,Camp Stove,4,49.99,199.96,14.50,card
TXN-001941,2026-04-18,S01,SKU-1015,Trail Mix 1lb,6,7.49,44.94,3.26,card
TXN-001942,2026-04-18,S03,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,card
TXN-001943,2026-04-18,S01,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,cash
TXN-001944,2026-04-18,S02,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,card
TXN-001945,2026-04-18,S03,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-001946,2026-04-18,S01,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,online
TXN-001947,2026-04-18,S04,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,cash
TXN-001948,2026-04-18,S01,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,cash
TXN-001949,2026-04-18,S05,SKU-1010,Down Vest,2,74.50,149.00,10.80,card
TXN-001950,2026-04-18,S01,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,online
TXN-001951,2026-04-18,S05,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,online
TXN-001952,2026-04-18,S01,SKU-1002,Water Bottle 24oz,2,12.99,25.98,1.88,online
TXN-001953,2026-04-18,S01,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,online
TXN-001954,2026-04-18,S03,SKU-1004,Graphic Tee,4,22.00,88.00,6.38,cash
TXN-001955,2026-04-18,S01,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,cash
TXN-001956,2026-04-18,S01,SKU-1011,Camp Stove,4,49.99,199.96,14.50,card
TXN-001957,2026-04-18,S05,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,online
TXN-001958,2026-04-18,S04,SKU-1013,Headlamp,2,24.99,49.98,3.62,card
TXN-001959,2026-04-18,S01,SKU-1013,Headlamp,6,24.99,149.94,10.87,cash
TXN-001960,2026-04-18,S05,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,card
TXN-001961,2026-04-18,S04,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,online
