transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-000247,2026-03-07,S03,SKU-1013,Headlamp,1,24.99,24.99,1.81,cash
TXN-000248,2026-03-07,S03,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
TXN-000249,2026-03-07,S01,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-000250,2026-03-07,S03,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,cash
TXN-000251,2026-03-07,S05,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,cash
TXN-000252,2026-03-07,S02,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,online
TXN-000253,2026-03-07,S01,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-000254,2026-03-07,S03,SKU-1002,Water Bottle 24oz,2,12.99,25.98,1.88,online
TXN-000255,2026-03-07,S04,SKU-1015,Trail Mix 1lb,6,7.49,44.94,3.26,cash
TXN-000256,2026-03-07,S02,SKU-1015,Trail Mix 1lb,5,7.49,37.45,2.72,card
TXN-000257,2026-03-07,S02,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-000258,2026-03-07,S04,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,card
TXN-000259,2026-03-07,S02,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,cash
TXN-000260,2026-03-07,S03,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,card
TXN-000261,2026-03-07,S02,SKU-1010,Down Vest,6,74.50,447.00,32.41,cash
TXN-000262,2026-03-07,S03,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-000263,2026-03-07,S02,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,online
TXN-000264,2026-03-07,S01,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,online
TXN-000265,2026-03-07,S01,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,cash
TXN-000266,2026-03-07,S01,SKU-1013,Headlamp,2,24.99,49.98,3.62,card
TXN-000267,2026-03-07,S01,SKU-1013,Headlamp,6,24.99,149.94,10.87,cash
TXN-000268,2026-03-07,S05,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,online
TXN-000269,2026-03-07,S03,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,card
TXN-000270,2026-03-07,S04,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-000271,2026-03-07,S01,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,online
TXN-000272,2026-03-07,S04,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-000273,2026-03-07,S02,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,card
TXN-000274,2026-03-07,S03,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,cash
TXN-000275,2026-03-07,S04,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,cash
TXN-000276,2026-03-07,S01,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,card
TXN-000277,2026-03-07,S01,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,card
TXN-000278,2026-03-07,S03,SKU-1011,Camp Stove,3,49.99,149.97,10.87,card
TXN-000279,2026-03-07,S05,SKU-1011,Camp Stove,4,49.99,199.96,14.50,cash
TXN-000280,2026-03-07,S01,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,cash
TXN-000281,2026-03-07,S02,SKU-1013,Headlamp,3,24.99,74.97,5.44,online
TXN-000282,2026-03-07,S05,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,card
TXN-000283,2026-03-07,S05,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,cash
TXN-000284,2026-03-07,S05,SKU-1011,Camp Stove,4,49.99,199.96,14.50,online
TXN-000285,2026-03-07,S04,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,card
TXN-000286,2026-03-07,S02,SKU-1004,Graphic Tee,6,22.00,132.00,9.57,card
TXN-000287,2026-03-07,S04,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,card
TXN-000288,2026-03-07,S03,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-000289,2026-03-07,S01,SKU-1004,Graphic Tee,6,22.00,132.00,9.57,online
