transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-002631,2026-05-05,S02,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-002632,2026-05-05,S04,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,cash
TXN-002633,2026-05-05,S01,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,online
TXN-002634,2026-05-05,S04,SKU-1013,Headlamp,6,24.99,149.94,10.87,cash
TXN-002635,2026-05-05,S01,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,cash
TXN-002636,2026-05-05,S03,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-002637,2026-05-05,S03,SKU-1015,Trail Mix 1lb,5,7.49,37.45,2.72,cash
TXN-002638,2026-05-05,S01,SKU-1013,Headlamp,4,24.99,99.96,7.25,online
TXN-002639,2026-05-05,S05,SKU-1011,Camp Stove,4,49.99,199.96,14.50,cash
TXN-002640,2026-05-05,S04,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,online
TXN-002641,2026-05-05,S01,SKU-1011,Camp Stove,1,49.99,49.99,3.62,cash
TXN-002642,2026-05-05,S04,SKU-1010,Down Vest,1,74.50,74.50,5.40,online
TXN-002643,2026-05-05,S01,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,card
TXN-002644,2026-05-05,S03,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,card
TXN-002645,2026-05-05,S01,SKU-1011,Camp Stove,1,49.99,49.99,3.62,cash
TXN-002646,2026-05-05,S05,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-002647,2026-05-05,S01,SKU-1004,Graphic Tee,6,22.00,132.00,9.57,card
TXN-002648,2026-05-05,S02,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,cash
TXN-002649,2026-05-05,S01,SKU-1004,Graphic Tee,6,22.00,132.00,9.57,cash
TXN-002650,2026-05-05,S04,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,card
TXN-002651,2026-05-05,S05,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-002652,2026-05-05,S02,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,online
TXN-002653,2026-05-05,S04,SKU-1013,Headlamp,3,24.99,74.97,5.44,online
TXN-002654,2026-05-05,S01,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,card
TXN-002655,2026-05-05,S02,SKU-1011,Camp Stove,4,49.99,199.96,14.50,card
TXN-002656,2026-05-05,S01,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,card
TXN-002657,2026-05-05,S02,SKU-1003,Ball Cap,1,18.50,18.50,1.34,online
TXN-002658,2026-05-05,S01,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,card
TXN-002659,2026-05-05,S02,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,online
TXN-002660,2026-05-05,S02,SKU-1008,Rain Jacket,6,59.99,359.94,26.10,cash
TXN-002661,2026-05-05,S01,SKU-1003,Ball Cap,6,18.50,111.00,8.05,online
TXN-002662,2026-05-05,S01,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,card
TXN-002663,2026-05-05,S01,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,card
TXN-002664,2026-05-05,S05,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,online
TXN-002665,2026-05-05,S01,SKU-1010,Down Vest,6,74.50,447.00,32.41,cash
TXN-002666,2026-05-05,S04,SKU-1013,Headlamp,3,24.99,74.97,5.44,card
TXN-002667,2026-05-05,S02,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,cash
TXN-002668,2026-05-05,S05,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,online
TXN-002669,2026-05-05,S01,SKU-1013,Headlamp,2,24.99,49.98,3.62,cash
TXN-002670,2026-05-05,S04,SKU-1010,Down Vest,4,74.50,298.00,21.60,card
TXN-002671,2026-05-05,S01,SKU-1003,Ball Cap,5,18.50,92.50,6.71,card
TXN-002672,2026-05-05,S04,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,online
TXN-002673,2026-05-05,S02,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,card
TXN-002674,2026-05-05,S02,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,online
TXN-002675,2026-05-05,S04,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,cash
