transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-004005,2026-06-08,S03,SKU-1010,Down Vest,2,74.50,149.00,10.80,card
TXN-004006,2026-06-08,S01,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,online
TXN-004007,2026-06-08,S04,SKU-1010,Down Vest,3,74.50,223.50,16.20,card
TXN-004008,2026-06-08,S04,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,cash
TXN-004009,2026-06-08,S02,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,card
TXN-004010,2026-06-08,S01,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,online
TXN-004011,2026-06-08,S01,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,online
TXN-004012,2026-06-08,S05,SKU-1010,Down Vest,1,74.50,74.50,5.40,online
TXN-004013,2026-06-08,S03,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,cash
TXN-004014,2026-06-08,S04,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,online
TXN-004015,2026-06-08,S01,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,cash
TXN-004016,2026-06-08,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,card
TXN-004017,2026-06-08,S02,SKU-1003,Ball Cap,2,18.50,37.00,2.68,online
TXN-004018,2026-06-08,S01,SKU-1010,Down Vest,5,74.50,372.50,27.01,online
TXN-004019,2026-06-08,S05,SKU-1005,Insulated Tumbler,3,27.99,83.97,6.09,card
TXN-004020,2026-06-08,S01,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,cash
TXN-004021,2026-06-08,S02,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,online
TXN-004022,2026-06-08,S02,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,card
TXN-004023,2026-06-08,S02,SKU-1003,Ball Cap,1,18.50,18.50,1.34,cash
TXN-004024,2026-06-08,S03,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,card
TXN-004025,2026-06-08,S04,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-004026,2026-06-08,S02,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,card
TXN-004027,2026-06-08,S01,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,online
TXN-004028,2026-06-08,S04,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,card
TXN-004029,2026-06-08,S01,SKU-1003,Ball Cap,1,18.50,18.50,1.34,card
TXN-004030,2026-06-08,S02,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,card
TXN-004031,2026-06-08,S03,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,card
TXN-004032,2026-06-08,S01,SKU-1013,Headlamp,3,24.99,74.97,5.44,card
TXN-004033,2026-06-08,S03,SKU-1003,Ball Cap,2,18.50,37.00,2.68,online
TXN-004034,2026-06-08,S01,SKU-1010,Down Vest,1,74.50,74.50,5.40,online
TXN-004035,2026-06-08,S02,SKU-1011,Camp Stove,5,49.99,249.95,18.12,online
TXN-004036,2026-06-08,S05,SKU-1003,Ball Cap,1,18.50,18.50,1.34,card
TXN-004037,2026-06-08,S01,SKU-1011,Camp Stove,1,49.99,49.99,3.62,card
TXN-004038,2026-06-08,S04,SKU-1006,Trekking Poles,2,34.99,69.98,5.07,online
TXN-004039,2026-06-08,S04,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,card
TXN-004040,2026-06-08,S01,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,card
TXN-004041,2026-06-08,S03,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,cash
TXN-004042,2026-06-08,S01,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,cash
TXN-004043,2026-06-08,S03,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,cash
TXN-004044,2026-06-08,S03,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,card
TXN-004045,2026-06-08,S04,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,cash
TXN-004046,2026-06-08,S02,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,online
TXN-004047,2026-06-08,S01,SKU-1006,Trekking Poles,2,34.99,69.98,5.07,cash
TXN-004048,2026-06-08,S03,SKU-1010,Down Vest,1,74.50,74.50,5.40,card
TXN-004049,2026-06-08,S02,SKU-1003,Ball Cap,5,18.50,92.50,6.71,card
