transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-001812,2026-04-15,S01,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,cash
TXN-001813,2026-04-15,S02,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,card
TXN-001814,2026-04-15,S03,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,cash
TXN-001815,2026-04-15,S03,SKU-1013,Headlamp,5,24.99,124.95,9.06,cash
TXN-001816,2026-04-15,S05,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,card
TXN-001817,2026-04-15,S04,SKU-1010,Down Vest,2,74.50,149.00,10.80,cash
TXN-001818,2026-04-15,S02,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,card
TXN-001819,2026-04-15,S03,SKU-1015,Trail Mix 1lb,2,7.49,14.98,1.09,card
TXN-001820,2026-04-15,S02,SKU-1009,Hiking Boots,5,89.99,449.95,32.62,online
TXN-001821,2026-04-15,S01,SKU-1008,Rain Jacket,5,59.99,299.95,21.75,card
TXN-001822,2026-04-15,S04,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,card
TXN-001823,2026-04-15,S02,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,online
TXN-001824,2026-04-15,S02,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,card
TXN-001825,2026-04-15,S04,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,card
TXN-001826,2026-04-15,S03,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,online
TXN-001827,2026-04-15,S01,SKU-1004,Graphic Tee,6,22.00,132.00,9.57,card
TXN-001828,2026-04-15,S05,SKU-1006,Trekking Poles,6,34.99,209.94,15.22,card
TXN-001829,2026-04-15,S03,SKU-1011,Camp Stove,2,49.99,99.98,7.25,cash
TXN-001830,2026-04-15,S01,SKU-1010,Down Vest,5,74.50,372.50,27.01,card
TXN-001831,2026-04-15,S03,SKU-1003,Ball Cap,5,18.50,92.50,6.71,online
TXN-001832,2026-04-15,S02,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,cash
TXN-001833,2026-04-15,S04,SKU-1003,Ball Cap,1,18.50,18.50,1.34,cash
TXN-001834,2026-04-15,S01,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,card
TXN-001835,2026-04-15,S03,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,cash
TXN-001836,2026-04-15,S03,SKU-1010,Down Vest,6,74.50,447.00,32.41,cash
TXN-001837,2026-04-15,S05,SKU-1010,Down Vest,1,74.50,74.50,5.40,online
TXN-001838,2026-04-15,S01,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,card
TXN-001839,2026-04-15,S04,SKU-1011,Camp Stove,1,49.99,49.99,3.62,online
TXN-001840,2026-04-15,S02,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,online
TXN-001841,2026-04-15,S01,SKU-1002,Water Bottle 24oz,2,12.99,25.98,1.88,cash
TXN-001842,2026-04-15,S01,SKU-1011,Camp Stove,3,49.99,149.97,10.87,online
TXN-001843,2026-04-15,S03,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,card
TXN-001844,2026-04-15,S04,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-001845,2026-04-15,S04,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-001846,2026-04-15,S03,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,online
TXN-001847,2026-04-15,S03,SKU-1013,Headlamp,2,24.99,49.98,3.62,card
TXN-001848,2026-04-15,S02,SKU-1013,Headlamp,4,24.99,99.96,7.25,cash
TXN-001849,2026-04-15,S03,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,cash
