transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-001480,2026-04-07,S04,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,online
TXN-001481,2026-04-07,S02,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,cash
TXN-001482,2026-04-07,S03,SKU-1010,Down Vest,6,74.50,447.00,32.41,card
TXN-001483,2026-04-07,S01,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,card
TXN-001484,2026-04-07,S04,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-001485,2026-04-07,S03,SKU-1010,Down Vest,2,74.50,149.00,10.80,online
TXN-001486,2026-04-07,S05,SKU-1006,Trekking Poles,2,34.99,69.98,5.07,card
TXN-001487,2026-04-07,S01,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,online
TXN-001488,2026-04-07,S01,SKU-1015,Trail Mix 1lb,4,7.49,29.96,2.17,card
TXN-001489,2026-04-07,S04,SKU-1013,Headlamp,4,24.99,99.96,7.25,cash
TXN-001490,2026-04-07,S04,SKU-1005,Insulated Tumbler,3,27.99,83.97,6.09,cash
TXN-001491,2026-04-07,S04,SKU-1003,Ball Cap,5,18.50,92.50,6.71,card
TXN-001492,2026-04-07,S01,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,card
TXN-001493,2026-04-07,S02,SKU-1011,Camp Stove,6,49.99,299.94,21.75,card
TXN-001494,2026-04-07,S02,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-001495,2026-04-07,S02,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,cash
TXN-001496,2026-04-07,S05,SKU-1003,Ball Cap,1,18.50,18.50,1.34,online
TXN-001497,2026-04-07,S05,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,card
TXN-001498,2026-04-07,S04,SKU-1003,Ball Cap,4,18.50,74.00,5.36,card
TXN-001499,2026-04-07,S04,SKU-1015,Trail Mix 1lb,2,7.49,14.98,1.09,card
TXN-001500,2026-04-07,S05,SKU-1003,Ball Cap,2,18.50,37.00,2.68,cash
TXN-001501,2026-04-07,S01,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,card
TXN-001502,2026-04-07,S02,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,online
TXN-001503,2026-04-07,S04,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,cash
TXN-001504,2026-04-07,S03,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,card
TXN-001505,2026-04-07,S05,SKU-1015,Trail Mix 1lb,2,7.49,14.98,1.09,card
TXN-001506,2026-04-07,S03,SKU-1004,Graphic Tee,1,22.00,22.00,1.59,card
TXN-001507,2026-04-07,S04,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,online
TXN-001508,2026-04-07,S03,SKU-1003,Ball Cap,3,18.50,55.50,4.02,card
TXN-001509,2026-04-07,S05,SKU-1011,Camp Stove,6,49.99,299.94,21.75,cash
TXN-001510,2026-04-07,S01,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-001511,2026-04-07,S03,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,online
TXN-001512,2026-04-07,S04,SKU-1004,Graphic Tee,4,22.00,88.00,6.38,cash
TXN-001513,2026-04-07,S03,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,card
TXN-001514,2026-04-07,S03,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,online
TXN-001515,2026-04-07,S02,SKU-1009,Hiking Boots,1,89.99,89.99,6.52,online
TXN-001516,2026-04-07,S03,SKU-1001,Trail Runner Socks,4,6.99,27.96,2.03,card
TXN-001517,2026-04-07,S02,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,cash
TXN-001518,2026-04-07,S03,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-001519,2026-04-07,S05,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,card
TXN-001520,2026-04-07,S01,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,card
TXN-001521,2026-04-07,S04,SKU-1005,Insulated Tumbler,5,27.99,139.95,10.15,online
TXN-001522,2026-04-07,S04,SKU-1008,Rain Jacket,6,59.99,359.94,26.10,card
