transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-002004,2026-04-20,S03,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,online
TXN-002005,2026-04-20,S02,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,cash
TXN-002006,2026-04-20,S01,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,card
TXN-002007,2026-04-20,S02,SKU-1006,Trekking Poles,6,34.99,209.94,15.22,cash
TXN-002008,2026-04-20,S01,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,cash
TXN-002009,2026-04-20,S05,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,card
TXN-002010,2026-04-20,S04,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,card
TXN-002011,2026-04-20,S01,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,online
TXN-002012,2026-04-20,S04,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
TXN-002013,2026-04-20,S01,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,cash
TXN-002014,2026-04-20,S04,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,cash
TXN-002015,2026-04-20,S01,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,online
TXN-002016,2026-04-20,S03,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,cash
TXN-002017,2026-04-20,S05,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,card
TXN-002018,2026-04-20,S02,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,cash
TXN-002019,2026-04-20,S02,SKU-1010,Down Vest,6,74.50,447.00,32.41,online
TXN-002020,2026-04-20,S04,SKU-1015,Trail Mix 1lb,6,7.49,44.94,3.26,cash
TXN-002021,2026-04-20,S01,SKU-1015,Trail Mix 1lb,2,7.49,14.98,1.09,card
TXN-002022,2026-04-20,S01,SKU-1004,Graphic Tee,6,22.00,132.00,9.57,cash
TXN-002023,2026-04-20,S01,SKU-1013,Headlamp,6,24.99,149.94,10.87,card
TXN-002024,2026-04-20,S02,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,cash
TXN-002025,2026-04-20,S04,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,cash
TXN-002026,2026-04-20,S03,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,cash
TXN-002027,2026-04-20,S02,SKU-1003,Ball Cap,5,18.50,92.50,6.71,card
TXN-002028,2026-04-20,S05,SKU-1002,Water Bottle 24oz,2,12.99,25.98,1.88,card
TXN-002029,2026-04-20,S01,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,card
TXN-002030,2026-04-20,S01,SKU-1003,Ball Cap,1,18.50,18.50,1.34,card
TXN-002031,2026-04-20,S01,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,card
TXN-002032,2026-04-20,S03,SKU-1011,Camp Stove,2,49.99,99.98,7.25,card
TXN-002033,2026-04-20,S01,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,online
TXN-002034,2026-04-20,S03,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,cash
TXN-002035,2026-04-20,S03,SKU-1007,Daypack 18L,6,44.99,269.94,19.57,online
TXN-002036,2026-04-20,S03,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,card
TXN-002037,2026-04-20,S02,SKU-1010,Down Vest,6,74.50,447.00,32.41,online
TXN-002038,2026-04-20,S01,SKU-1003,Ball Cap,1,18.50,18.50,1.34,card
TXN-002039,2026-04-20,S01,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,card
TXN-002040,2026-04-20,S04,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,card
TXN-002041,2026-04-20,S03,SKU-1013,Headlamp,3,24.99,74.97,5.44,online
TXN-002042,2026-04-20,S03,SKU-1003,Ball Cap,2,18.50,37.00,2.68,cash
TXN-002043,2026-04-20,S01,SKU-1012,Sleeping Bag,5,79.99,399.95,29.00,cash
TXN-002044,2026-04-20,S02,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,cash
TXN-002045,2026-04-20,S03,SKU-1011,Camp Stove,6,49.99,299.94,21.75,online
TXN-002046,2026-04-20,S02,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,online
