transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-000458,2026-03-12,S01,SKU-1010,Down Vest,4,74.50,298.00,21.60,card
TXN-000459,2026-03-12,S02,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,card
TXN-000460,2026-03-12,S01,SKU-1011,Camp Stove,2,49.99,99.98,7.25,cash
TXN-000461,2026-03-12,S02,SKU-1015,Trail Mix 1lb,6,7.49,44.94,3.26,cash
TXN-000462,2026-03-12,S02,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,online
TXN-000463,2026-03-12,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,cash
TXN-000464,2026-03-12,S03,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,online
TXN-000465,2026-03-12,S01,SKU-1007,Daypack 18L,4,44.99,179.96,13.05,online
TXN-000466,2026-03-12,S01,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,card
TXN-000467,2026-03-12,S03,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,card
TXN-000468,2026-03-12,S04,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,card
TXN-000469,2026-03-12,S01,SKU-1008,Rain Jacket,5,59.99,299.95,21.75,card
TXN-000470,2026-03-12,S02,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,cash
TXN-000471,2026-03-12,S01,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,cash
TXN-000472,2026-03-12,S03,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,card
TXN-000473,2026-03-12,S01,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,card
TXN-000474,2026-03-12,S01,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,card
TXN-000475,2026-03-12,S04,SKU-1010,Down Vest,6,74.50,447.00,32.41,cash
TXN-000476,2026-03-12,S02,SKU-1006,Trekking Poles,5,34.99,174.95,12.68,card
TXN-000477,2026-03-12,S01,SKU-1011,Camp Stove,4,49.99,199.96,14.50,online
TXN-000478,2026-03-12,S03,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,cash
TXN-000479,2026-03-12,S02,SKU-1012,Sleeping Bag,1,79.99,79.99,5.80,online
TXN-000480,2026-03-12,S01,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,card
TXN-000481,2026-03-12,S04,SKU-1013,Headlamp,5,24.99,124.95,9.06,cash
TXN-000482,2026-03-12,S01,SKU-1001,Trail Runner Socks,6,6.99,41.94,3.04,online
TXN-000483,2026-03-12,S03,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,cash
TXN-000484,2026-03-12,S03,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-000485,2026-03-12,S02,SKU-1014,Carabiner 4pk,-4,9.99,-39.96,-2.90,card
TXN-000486,2026-03-12,S01,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-000487,2026-03-12,S04,SKU-1003,Ball Cap,4,18.50,74.00,5.36,cash
TXN-000488,2026-03-12,S03,SKU-1012,Sleeping Bag,4,79.99,319.96,23.20,cash
TXN-000489,2026-03-12,S04,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,card
TXN-000490,2026-03-12,S01,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,card
TXN-000491,2026-03-12,S03,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
TXN-000492,2026-03-12,S01,SKU-1006,Trekking Poles,3,34.99,104.97,7.61,cash
TXN-000493,2026-03-12,S05,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,cash
TXN-000494,2026-03-12,S02,SKU-1004,Graphic Tee,5,22.00,110.00,7.97,cash
TXN-000495,2026-03-12,S05,SKU-1003,Ball Cap,5,18.50,92.50,6.71,online
TXN-000496,2026-03-12,S02,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-000497,2026-03-12,S02,SKU-1008,Rain Jacket,5,59.99,299.95,21.75,card
TXN-000498,2026-03-12,S02,SKU-1010,Down Vest,1,74.50,74.50,5.40,card
TXN-000499,2026-03-12,S01,SKU-1003,Ball Cap,1,18.50,18.50,1.34,cash
TXN-000500,2026-03-12,S04,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,cash
TXN-000501,2026-03-12,S02,SKU-1006,Trekking Poles,1,34.99,34.99,2.54,cash
