transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-002966,2026-05-13,S01,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,cash
TXN-002967,2026-05-13,S02,SKU-1004,Graphic Tee,3,22.00,66.00,4.78,online
TXN-002968,2026-05-13,S03,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,cash
TXN-002969,2026-05-13,S05,SKU-1011,Camp Stove,1,49.99,49.99,3.62,cash
TXN-002970,2026-05-13,S03,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-002971,2026-05-13,S05,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,online
TXN-002972,2026-05-13,S05,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,card
TXN-002973,2026-05-13,S01,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,online
TXN-002974,2026-05-13,S04,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,cash
TXN-002975,2026-05-13,S01,SKU-1010,Down Vest,5,74.50,372.50,27.01,card
TXN-002976,2026-05-13,S04,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,cash
TXN-002977,2026-05-13,S04,SKU-1013,Headlamp,3,24.99,74.97,5.44,card
TXN-002978,2026-05-13,S02,SKU-1013,Headlamp,2,24.99,49.98,3.62,card
TXN-002979,2026-05-13,S03,SKU-1009,Hiking Boots,5,89.99,449.95,32.62,card
TXN-002980,2026-05-13,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,online
TXN-002981,2026-05-13,S02,SKU-1009,Hiking Boots,3,89.99,269.97,19.57,card
TXN-002982,2026-05-13,S03,SKU-1012,Sleeping Bag,2,79.99,159.98,11.60,cash
TXN-002983,2026-05-13,S02,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,online
TXN-002984,2026-05-13,S01,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
TXN-002985,2026-05-13,S05,SKU-1013,Headlamp,1,24.99,24.99,1.81,cash
TXN-002986,2026-05-13,S03,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,card
TXN-002987,2026-05-13,S01,SKU-1012,Sleeping Bag,3,79.99,239.97,17.40,online
TXN-002988,2026-05-13,S01,SKU-1003,Ball Cap,5,18.50,92.50,6.71,online
TXN-002989,2026-05-13,S04,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,online
TXN-002990,2026-05-13,S01,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,online
TXN-002991,2026-05-13,S02,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,card
TXN-002992,2026-05-13,S05,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,cash
TXN-002993,2026-05-13,S02,SKU-1013,Headlamp,3,24.99,74.97,5.44,cash
TXN-002994,2026-05-13,S03,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,cash
TXN-002995,2026-05-13,S02,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,card
TXN-002996,2026-05-13,S01,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,card
TXN-002997,2026-05-13,S05,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,card
TXN-002998,2026-05-13,S02,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,card
TXN-002999,2026-05-13,S01,SKU-1002,Water Bottle 24oz,4,12.99,51.96,3.77,card
TXN-003000,2026-05-13,S02,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-003001,2026-05-13,S05,SKU-1010,Down Vest,2,74.50,149.00,10.80,card
TXN-003002,2026-05-13,S02,SKU-1009,Hiking Boots,5,89.99,449.95,32.62,cash
TXN-003003,2026-05-13,S04,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,online
TXN-003004,2026-05-13,S05,SKU-1010,Down Vest,3,74.50,223.50,16.20,online
TXN-003005,2026-05-13,S03,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,card
TXN-003006,2026-05-13,S02,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,cash
TXN-003007,2026-05-13,S03,SKU-1010,Down Vest,4,74.50,298.00,21.60,online
TXN-003008,2026-05-13,S03,SKU-1009,Hiking Boots,6,89.99,539.94,39.15,card
TXN-003009,2026-05-13,S01,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,card
