transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-003172,2026-05-18,S05,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,cash
TXN-003173,2026-05-18,S01,SKU-1005,Insulated Tumbler,4,27.99,111.96,8.12,online
TXN-003174,2026-05-18,S01,SKU-1006,Trekking Poles,2,34.99,69.98,5.07,card
TXN-003175,2026-05-18,S02,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,online
TXN-003176,2026-05-18,S01,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,card
TXN-003177,2026-05-18,S02,SKU-1015,Trail Mix 1lb,1,7414.19,7414.19,537.53,card
TXN-003178,2026-05-18,S04,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,card
TXN-003179,2026-05-18,S04,SKU-1007,Daypack 18L,6,44.99,269.94,19.57,card
TXN-003180,2026-05-18,S03,SKU-1004,Graphic Tee,2,22.00,44.00,3.19,cash
TXN-003181,2026-05-18,S05,SKU-1005,Insulated Tumbler,1,27.99,27.99,2.03,card
TXN-003182,2026-05-18,S01,SKU-1007,Daypack 18L,5,44.99,224.95,16.31,card
TXN-003183,2026-05-18,S04,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-003184,2026-05-18,S02,SKU-1014,Carabiner 4pk,3,9.99,29.97,2.17,cash
TXN-003185,2026-05-18,S03,SKU-1011,Camp Stove,2,49.99,99.98,7.25,online
TXN-003186,2026-05-18,S04,SKU-1003,Ball Cap,6,18.50,111.00,8.05,card
TXN-003187,2026-05-18,S03,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,cash
TXN-003188,2026-05-18,S04,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,cash
TXN-003189,2026-05-18,S02,SKU-1013,Headlamp,3,24.99,74.97,5.44,card
TXN-003190,2026-05-18,S04,SKU-1008,Rain Jacket,1,59.99,59.99,4.35,online
TXN-003191,2026-05-18,S01,SKU-1014,Carabiner 4pk,4,9.99,39.96,2.90,card
TXN-003192,2026-05-18,S04,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-003193,2026-05-18,S01,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,card
TXN-003194,2026-05-18,S04,SKU-1009,Hiking Boots,2,89.99,179.98,13.05,online
TXN-003195,2026-05-18,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,online
TXN-003196,2026-05-18,S01,SKU-1005,Insulated Tumbler,2,27.99,55.98,4.06,cash
TXN-003197,2026-05-18,S03,SKU-1010,Down Vest,5,74.50,372.50,27.01,online
TXN-003198,2026-05-18,S02,SKU-1011,Camp Stove,6,49.99,299.94,21.75,online
TXN-003199,2026-05-18,S03,SKU-1013,Headlamp,3,24.99,74.97,5.44,online
TXN-003200,2026-05-18,S03,SKU-1014,Carabiner 4pk,5,9.99,49.95,3.62,online
TXN-003201,2026-05-18,S02,SKU-1011,Camp Stove,4,499.90,1999.60,144.97,cash
TXN-003202,2026-05-18,S01,SKU-1004,Graphic Tee,4,22.00,88.00,6.38,card
TXN-003203,2026-05-18,S03,SKU-1011,Camp Stove,2,49.99,99.98,7.25,online
TXN-003204,2026-05-18,S03,SKU-1002,Water Bottle 24oz,3,12.99,38.97,2.83,card
TXN-003205,2026-05-18,S05,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,card
TXN-003206,2026-05-18,S05,SKU-1003,Ball Cap,1,18.50,18.50,1.34,card
TXN-003207,2026-05-18,S03,SKU-1011,Camp Stove,4,49.99,199.96,14.50,online
TXN-003208,2026-05-18,S02,SKU-1006,Trekking Poles,4,34.99,139.96,10.15,online
TXN-003209,2026-05-18,S03,SKU-1004,Graphic Tee,6,22.00,132.00,9.57,card
TXN-003210,2026-05-18,S03,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,cash
TXN-003211,2026-05-18,S01,SKU-1012,Sleeping Bag,6,79.99,479.94,34.80,cash
TXN-003212,2026-05-18,S01,SKU-1001,Trail Runner Socks,1,6.99,6.99,0.51,cash
TXN-003213,2026-05-18,S02,SKU-1001,Trail Runner Socks,2,6.99,13.98,1.01,cash
