transaction_id,date,store_id,sku,product,quantity,unit_price,amount,tax,payment_method
TXN-003658,2026-05-30,S01,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,online
TXN-003659,2026-05-30,S02,SKU-1013,Headlamp,3,24.99,74.97,5.44,cash
TXN-003660,2026-05-30,S01,SKU-1015,Trail Mix 1lb,3,7.49,22.47,1.63,online
TXN-003661,2026-05-30,S01,SKU-1002,Water Bottle 24oz,6,12.99,77.94,5.65,online
TXN-003662,2026-05-30,S02,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,cash
TXN-003663,2026-05-30,S02,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,cash
TXN-003664,2026-05-30,S04,SKU-1011,Camp Stove,2,49.99,99.98,7.25,cash
TXN-003665,2026-05-30,S02,SKU-1011,Camp Stove,6,49.99,299.94,21.75,cash
TXN-003666,2026-05-30,S02,SKU-1002,Water Bottle 24oz,5,12.99,64.95,4.71,card
TXN-003667,2026-05-30,S03,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,card
TXN-003668,2026-05-30,S03,SKU-1008,Rain Jacket,5,59.99,299.95,21.75,cash
TXN-003669,2026-05-30,S02,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,cash
TXN-003670,2026-05-30,S05,SKU-1002,Water Bottle 24oz,1,12.99,12.99,0.94,online
TXN-003671,2026-05-30,S02,SKU-1011,Camp Stove,1,49.99,49.99,3.62,online
TXN-003672,2026-05-30,S01,SKU-1003,Ball Cap,3,18.50,55.50,4.02,card
TXN-003673,2026-05-30,S02,SKU-1008,Rain Jacket,3,59.99,179.97,13.05,card
TXN-003674,2026-05-30,S05,SKU-1007,Daypack 18L,3,44.99,134.97,9.79,card
TXN-003675,2026-05-30,S03,SKU-1001,Trail Runner Socks,5,6.99,34.95,2.53,online
TXN-003676,2026-05-30,S03,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,cash
TXN-003677,2026-05-30,S05,SKU-1003,Ball Cap,3,18.50,55.50,4.02,card
TXN-003678,2026-05-30,S04,SKU-1007,Daypack 18L,6,44.99,269.94,19.57,cash
TXN-003679,2026-05-30,S02,SKU-1008,Rain Jacket,2,59.99,119.98,8.70,online
TXN-003680,2026-05-30,S03,SKU-1014,Carabiner 4pk,2,9.99,19.98,1.45,card
TXN-003681,2026-05-30,S02,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-003682,2026-05-30,S01,SKU-1010,Down Vest,5,74.50,372.50,27.01,card
TXN-003683,2026-05-30,S01,SKU-1001,Trail Runner Socks,3,6.99,20.97,1.52,online
TXN-003684,2026-05-30,S03,SKU-1007,Daypack 18L,2,44.99,89.98,6.52,cash
TXN-003685,2026-05-30,S02,SKU-1014,Carabiner 4pk,6,9.99,59.94,4.35,cash
TXN-003686,2026-05-30,S03,SKU-1009,Hiking Boots,4,89.99,359.96,26.10,card
TXN-003687,2026-05-30,S05,SKU-1005,Insulated Tumbler,6,27.99,167.94,12.18,card
TXN-003688,2026-05-30,S02,SKU-1003,Ball Cap,2,18.50,37.00,2.68,card
TXN-003689,2026-05-30,S01,SKU-1007,Daypack 18L,1,44.99,44.99,3.26,online
TXN-003690,2026-05-30,S03,SKU-1013,Headlamp,2,24.99,49.98,3.62,card
TXN-003691,2026-05-30,S01,SKU-1014,Carabiner 4pk,1,9.99,9.99,0.72,card
TXN-003692,2026-05-30,S01,SKU-1015,Trail Mix 1lb,1,7.49,7.49,0.54,card
